ssip,sdfp,sdfb,sfe,rfip,traffic_type
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
10,0.0,0.0,10,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.06441510347391793,10.435246762774705,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391792,10.435246762774703,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
94,0.0,0.0,94,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.09090593428863097,14.726761354758212,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
103,0.0,0.0,103,0.0,1
160,0.09090593428863097,14.726761354758212,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.09090593428863096,14.726761354758212,160,0.0,1
66,0.07070978532397132,11.454985222483353,66,0.0,1
160,77728.21932999232,12591971.531458749,160,0.0,1
160,2.183101729128128,353.6624801187567,160,0.0,1
160,3.4057950766548863,551.7388024180917,160,0.0,1
160,2.479498402175103,401.6787411523667,160,0.0,1
160,0.269379108630693,43.63941559817226,160,0.0,1
160,2.001274550477492,324.20647717735375,160,0.0,1
160,0.5502366914943666,89.13834402208737,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.31917183416182293,51.70583713421531,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,1.1931226536558037,193.28586989224019,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
18,0.0,0.0,18,0.0,1
160,8.116116671560906,1314.8109007928667,160,0.0,1
160,2.183101729128128,353.6624801187567,160,0.0,1
160,3.4058364937592382,551.7455119889966,160,0.0,1
160,2.4794984021751034,401.6787411523667,160,0.0,1
160,0.269379108630693,43.63941559817226,160,0.0,1
160,2.001274550477492,324.20647717735375,160,0.0,1
160,0.5519811226140094,89.42094186346955,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.31917183416182293,51.70583713421531,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.06441510347391795,10.435246762774707,160,0.0,1
160,0.06441510347391792,10.435246762774703,160,0.0,1
160,1.1931226536558037,193.28586989224019,160,0.0,1
160,0.31917183416182293,51.70583713421531,160,0.0,1
160,0.4690230686105841,75.98173711491468,160,0.0,1
160,0.31917183416182293,51.70583713421531,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.1367879289264956,22.15964448609228,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
1,0.0,0.0,1,0.0,1
160,1.1470902197395905,185.82861559781367,160,0.0,1
160,0.4772425134736707,77.31328718273463,160,0.0,1
160,0.46902306861058424,75.98173711491468,160,0.0,1
160,0.3191718341618229,51.7058371342153,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.13678792892649563,22.159644486092276,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
123,0.0,0.0,123,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
22,0.0,0.0,22,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
146,0.0,0.0,146,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
35,0.0,0.0,35,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
20,0.0,0.0,20,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
8,0.0,0.0,8,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
26,0.0,0.0,26,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
72,0.0,0.0,72,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
11,0.0,0.0,11,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
115,0.0,0.0,115,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
21,0.0,0.0,21,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
123,0.0,0.0,123,0.0,1
19,0.0,0.0,19,0.0,1
0,0,0,0,0,1
0,0,0,0,0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774705,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.09090593428863097,14.72676135475821,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.07880950133074056,12.767139215579975,160,0.0,1
160,0.0,0.0,160,0.0,1
12,0.0,0.0,12,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
87,0.0,0.0,87,0.0,1
56,0.0,0.0,56,0.0,1
48,0.0,0.0,48,0.0,1
66,0.0,0.0,66,0.0,1
160,0.0,0.0,160,0.0,1
125,0.0,0.0,125,0.0,1
0,0,0,0,0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.7329041120774259,118.73046615654297,160,0.0,1
130,0.1923076923076923,31.153846153846153,130,0.0,1
159,1.2279461496217132,198.92727623871758,159,0.0,1
136,0.30243902439024395,48.99512195121951,136,0.0,1
159,1.1792057713949322,191.03133496597914,159,0.0,1
160,0.16894279110594412,27.368732159162942,160,0.0,1
26,0.11249954342810413,18.22492603535287,26,0.0,1
0,0,0,0,0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.7147958867552486,115.79693365435027,160,0.0,1
160,0.23227998849568499,37.62935813630097,160,0.0,1
160,0.1682735042192389,27.260307683516714,160,0.0,1
160,0.15612494995995996,25.29224189351351,160,0.0,1
160,0.23040385738958452,37.32542489711269,160,0.0,1
160,0.12801909579781015,20.739093519245248,160,0.0,1
123,0.051917223546752836,8.41059021457396,123,0.0,1
159,1.2279461496217132,198.92727623871758,159,0.0,1
160,0.30218389130902834,48.9537903920626,160,0.0,1
160,0.21448217680419668,34.74611264227985,160,0.0,1
160,0.2221950938302244,35.99560520049635,160,0.0,1
160,0.2221950938302244,35.99560520049635,160,0.0,1
160,0.09090593428863097,14.726761354758212,160,0.0,1
66,0.09999489834961281,16.19917353263727,66,0.0,1
159,1.1792057713949322,191.03133496597914,159,0.0,1
160,0.1802294062823514,29.19716381774093,160,0.0,1
160,0.1356408400888169,21.97381609438834,160,0.0,1
160,0.18998355191963334,30.77733541098059,160,0.0,1
160,0.14282613750835507,23.137834276353523,160,0.0,1
160,0.1015291077584267,16.447715456865126,160,0.0,1
115,0.07591768610845678,12.298665149569997,115,0.0,1
160,0.16232629604869594,26.29685995988875,160,0.0,1
160,0.16827350421923892,27.260307683516707,160,0.0,1
160,0.22634628092568448,36.66809750996089,160,0.0,1
160,0.07880950133074056,12.767139215579977,160,0.0,1
160,0.06441510347391793,10.435246762774707,160,0.0,1
160,0.14282613750835507,23.137834276353523,160,0.0,1
33,0.0,0.0,33,0.0,1
160,0.2231307383326844,36.14717960989488,160,0.0,1
160,0.19982631347136337,32.37186278236086,160,0.0,1
160,0.2343726851737539,37.968374998148136,160,0.0,1
160,0.11987768650679835,19.420185214101327,160,0.0,1
160,0.07880950133074056,12.767139215579975,160,0.0,1
160,0.13564084008881688,21.97381609438834,160,0.0,1
45,0.08512338532620875,13.789988422845816,45,0.0,1
0,0,0,0,0,1
160,0.1428261375083551,23.137834276353523,160,0.0,1
160,0.18998355191963334,30.777335410980594,160,0.0,1
160,0.1496378730654628,24.241335436604974,160,0.0,1
160,0.09090593428863097,14.726761354758212,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.14337208778404378,23.226278221015097,160,0.0,1
52,0.0,0.0,52,0.0,1
0,0,0,0,0,1
160,0.14282613750835507,23.137834276353523,160,0.0,1
160,0.06441510347391792,10.435246762774703,160,0.0,1
160,0.06441510347391793,10.435246762774705,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
141,0.0,0.0,141,0.0,1
160,0.1428261375083551,23.137834276353523,160,0.0,1
160,0.045595976308831845,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
151,0.0,0.0,151,0.0,1
160,0.13615185047912087,22.056599777617578,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.0,0.0,160,0.0,1
156,0.04612645554964591,7.472485799042639,156,0.0,1
0,0,0,0,0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030762,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
41,0.0,0.0,41,0.0,1
160,0.07880950133074056,12.767139215579974,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391795,10.435246762774707,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
39,0.0,0.0,39,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
39,0.0,0.0,39,0.0,1
0,0,0,0,0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.07880950133074056,12.767139215579975,160,0.0,1
160,0.0,0.0,160,0.0,1
40,0.0,0.0,40,0.0,1
160,0.07880950133074056,12.767139215579974,160,0.0,1
160,0.06441510347391793,10.435246762774705,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
34,0.0,0.0,34,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.045595976308831845,7.386548162030762,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
34,0.0,0.0,34,0.0,1
0,0,0,0,0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.045595976308831845,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,1.107730098996241,179.45227603739107,160,0.0,1
15,0.14430489325798443,23.37739270779348,15,0.0,1
160,0.06441510347391793,10.435246762774707,160,0.0,1
160,0.04559597630883185,7.386548162030761,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.0,0.0,160,0.0,1
160,0.06441510347391793,10.435246762774703,160,0.0,1
160,0.12849286620924394,20.81584432589752,160,0.0,1
16,0.0,0.0,16,0.0,1
0,0,0,0,0,1
160,0.04559597630883184,7.386548162030762,160,0.0,1
